# no_A		no_C		nT		freq
0		0		0		0.2386871605
1		4		5		0.190266263
1		0		1		0.5439449109
0		0		0		0.2874446742
2		0		2		0.8769146655
0		1		1		0.6552577368
0		0		0		0.7413976621
0		1		1		0.6944437721
0		0		0		0.2860815535
0		0		0		0.4568728733
0		2		2		0.06845888015
0		1		1		0.4951797479
0		0		0		0.4407457601
0		0		0		0.5927445688
0		0		0		0.2506043245
2		0		2		0.4529907959
0		0		0		0.8747968355
0		1		1		0.663226228
3		0		3		0.6348101605
0		0		0		0.2256874444
0		0		0		0.3885911967
0		1		1		0.4435048585
0		0		0		0.3651301106
0		1		1		0.4521242674
0		0		0		0.6407870941
1		0		1		0.8883453298
1		0		1		0.2574928985
1		0		1		0.05012346111
0		1		1		0.4263920241
0		0		0		0.5602081782
0		1		1		0.815459856
2		0		2		0.0618500513
1		0		1		0.5427951427
0		0		0		0.2062326538
0		1		1		0.2783168625
2		0		2		0.6070201339
0		0		0		0.333517024
0		0		0		0.9792484695
0		1		1		0.1259313017
1		0		1		0.3628341285
2		0		2		0.3805541825
0		1		1		0.1206664226
0		0		0		0.4187723399
1		0		1		0.01030038282
0		0		0		0.963604224
1		0		1		0.7066065597
1		0		1		0.2269004237
0		1		1		0.5742072673
0		2		2		0.1532302591
1		0		1		0.8419999669
1		0		1		0.7635720145
2		0		2		0.9733146105
1		0		1		0.6786151641
0		0		0		0.9827313274
1		0		1		0.9189601549
0		2		2		0.8643720527
1		2		3		0.06644532063
3		1		4		0.4879886199
1		0		1		0.3088825506
0		0		0		0.3834241715
1		2		3		0.7209799866
0		1		1		0.6218264731
1		1		2		0.2987539192
0		0		0		0.09128142219
0		0		0		0.7271879774
1		0		1		0.5834781638
1		1		2		0.9373494489
0		0		0		0.07351010599
0		0		0		0.650147403
0		3		3		0.2629127186
0		2		2		0.005404899464
2		0		2		0.06264817371
0		0		0		0.7679368375
0		1		1		0.2303949241
1		0		1		0.1370029118
0		1		1		0.3172362238
0		2		2		0.1991364522
0		0		0		0.5179844546
0		1		1		0.470842198
0		0		0		0.1246770409
0		0		0		0.7377773957
0		1		1		0.1879337858
0		0		0		0.3693688774
1		3		4		0.8754332969
1		1		2		0.3972914853
1		0		1		0.3905220427
2		0		2		0.438470734
0		3		3		0.1666508347
2		1		3		0.7120400053
0		0		0		0.9297720686
1		0		1		0.9819280986
2		1		3		0.280270731
0		0		0		0.4493774204
0		0		0		0.3353250062
0		0		0		0.7972465988
1		0		1		0.8548936909
1		0		1		0.2002737643
0		0		0		0.2088373265
1		0		1		0.7549817157
0		0		0		0.7122959367
1		0		1		0.7261535155
0		0		0		0.9682654801
2		0		2		0.9430669597
1		0		1		0.9749556067
0		0		0		0.3677201046
2		0		2		0.830580613
0		2		2		0.8456843187
1		0		1		0.3819047638
1		0		1		0.7347845622
0		0		0		0.7336068429
0		0		0		0.1079810038
0		1		1		0.1924276291
2		0		2		0.6442040155
0		0		0		0.9276706503
1		1		2		0.3404055316
1		1		2		0.6385821353
0		0		0		0.8443497406
0		1		1		0.3005696394
0		0		0		0.7840144302
1		0		1		0.3594328435
0		1		1		0.3080619708
1		0		1		0.3373614251
0		0		0		0.1635070491
2		1		3		0.24468289
2		0		2		0.2804736755
0		2		2		0.06917198296
0		0		0		0.6174370654
1		1		2		0.1024267326
0		2		2		0.1761926122
1		0		1		0.8642575104
2		0		2		0.7088830394
0		0		0		0.06539153706
0		1		1		0.4147015986
1		0		1		0.2633008507
0		2		2		0.8275425081
1		1		2		0.2871201219
0		1		1		0.01560880375
0		0		0		0.6363583373
0		1		1		0.05551006731
0		1		1		0.3749170716
0		0		0		0.9813128132
0		0		0		0.9171663909
1		0		1		0.5954969157
2		0		2		0.9351700922
0		1		1		0.5510203323
0		0		0		0.07559761084
0		2		2		0.4654582632
1		0		1		0.7859525543
0		1		1		0.3508603168
1		0		1		0.6274244017
0		3		3		0.3202893592
0		1		1		0.1101069553
0		1		1		0.4128414169
1		0		1		0.2789265416
0		1		1		0.9573894908
2		1		3		0.4144471195
0		0		0		0.5960981138
1		1		2		0.09780313312
2		0		2		0.9562766904
0		0		0		0.8003147566
1		1		2		0.6101746757
2		0		2		0.2419462795
0		2		2		0.4258748991
0		2		2		0.2986767837
0		1		1		0.6229573231
0		2		2		0.73528732
1		1		2		0.494551818
0		0		0		0.2771313176
0		1		1		0.2885444183
1		1		2		0.2689520325
2		0		2		0.3567091787
0		1		1		0.2380844337
0		0		0		0.5873545284
0		0		0		0.7891570573
0		0		0		0.06431910705
0		0		0		0.05288918405
1		0		1		0.2550638243
0		0		0		0.08825246567
0		0		0		0.8254599416
1		0		1		0.3339235239
0		2		2		0.585943908
0		1		1		0.348325475
1		0		1		0.8664948975
0		1		1		0.009437078656
0		0		0		0.3212447184
1		0		1		0.6819826036
1		0		1		0.4627753422
0		0		0		0.8803409483
1		0		1		0.2910913053
1		0		1		0.6574208927
1		1		2		0.3567220631
1		1		2		0.4215331928
0		1		1		0.2375208942
1		0		1		0.1760124414
2		0		2		0.7595586912
1		0		1		0.7905879168
0		0		0		0.7477552548
1		0		1		0.2800025056
0		0		0		0.1030044609
0		2		2		0.1676806022
2		2		4		0.6710164748
0		1		1		0.07008972102
0		2		2		0.4093292588
1		2		3		0.1431704113
0		1		1		0.3495456749
0		0		0		0.6011305944
0		2		2		0.9163868457
0		4		4		0.2124392755
2		0		2		0.9807856279
0		0		0		0.7153310586
0		1		1		0.9268270262
0		0		0		0.2074148548
0		0		0		0.6561112407
2		0		2		0.8611599818
0		1		1		0.4832198824
0		0		0		0.2119163584
0		1		1		0.2242431061
0		0		0		0.4538364572
1		0		1		0.2824329711
1		0		1		0.9725649162
0		0		0		0.1717976876
0		1		1		0.1063119899
0		2		2		0.1360446196
1		0		1		0.8567423684
0		0		0		0.5608191031
0		1		1		0.1695021068
1		1		2		0.7605721871
0		1		1		0.2808491552
1		1		2		0.9485657365
0		1		1		0.5767111554
2		1		3		0.9877265043
0		0		0		0.6819060728
0		0		0		0.03824371087
0		0		0		0.8852606881
0		0		0		0.8485056999
1		0		1		0.1921739216
1		1		2		0.6386242434
0		1		1		0.4212118483
0		1		1		0.7260049731
1		0		1		0.5509135887
2		4		6		0.03509587668
0		2		2		0.3927860218
0		2		2		0.02235603481
1		0		1		0.6598220173
1		0		1		0.7450420048
0		0		0		0.6496039499
0		2		2		0.4468660278
2		0		2		0.686362253
0		0		0		0.2486151771
1		0		1		0.8468863128
1		1		2		0.4853686307
0		0		0		0.1914503853
0		2		2		0.7027448698
0		0		0		0.7997632208
0		2		2		0.06730838647
1		0		1		0.4604385921
0		0		0		0.4019279831
1		0		1		0.9127180307
0		0		0		0.8128207831
0		2		2		0.2661852072
0		0		0		0.6032694528
1		0		1		0.02598864645
0		1		1		0.5114641514
0		1		1		0.4345610717
2		0		2		0.6323150972
0		0		0		0.8096006858
0		0		0		0.1708308519
1		0		1		0.4971369272
1		0		1		0.9505339771
1		0		1		0.7518411409
0		0		0		0.5408769669
0		0		0		0.1468449313
0		1		1		0.8746635998
0		2		2		0.1878820816
1		0		1		0.6887184672
2		1		3		0.2001409425
0		2		2		0.2841182553
1		0		1		0.923090159
3		0		3		0.2470376326
3		0		3		0.5124149272
0		0		0		0.04521215171
1		1		2		0.7329796138
0		0		0		0.3682953348
0		4		4		0.1877783538
0		0		0		0.252774982
0		0		0		0.9084810022
0		0		0		0.4401614638
0		1		1		0.2843374595
0		1		1		0.6505111971
0		0		0		0.2872007682
2		0		2		0.2176240252
0		1		1		0.2125896578
2		2		4		0.2320958645
1		1		2		0.3853051932
0		0		0		0.7721726985
0		1		1		0.1295483577
0		0		0		0.5770047496
0		0		0		0.3344935548
0		1		1		0.3251097997
1		0		1		0.1793311606
2		0		2		0.6313849656
0		0		0		0.5258610948
0		0		0		0.414206813
0		0		0		0.161819659
0		0		0		0.8780854883
1		2		3		0.3047623832
1		0		1		0.6951925724
0		2		2		0.377948962
1		2		3		0.9140056733
2		0		2		0.6275987592
0		0		0		0.6506089432
0		2		2		0.6551159744
1		1		2		0.07050772672
1		0		1		0.5601754098
0		2		2		0.4459202871
0		0		0		0.254608698
0		0		0		0.8030078526
0		0		0		0.3092622818
0		0		0		0.1825736683
1		0		1		0.1845627832
0		0		0		0.9950480655
